SubscriberKey,EmailAddress,NBA_Code,Dynamic_Subject_Line_ID
003CirS30oyWwL7Rdf,juan.perez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003DZJW2lvWF5ziRhy,elena.ruiz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Bh9Hz9Q5k77cMjo,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003UuYeSqaRAw8H5oj,ana.martinez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003rWq07q2CxKE8ebs,carlos.sanchez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0038V9gNe05ZGfwIM8,diego.fernandez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
00377ZsMS7iHw57PyZ,maria.garcia@hotmail.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003VVhSt6uiZGS1EP8,ana.martinez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003RTnczTRT3xXvxZg,pedro.gomez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003RBH8CsqJDSlA9PD,elena.ruiz@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003UEpNKg6ZPNjQRvg,maria.garcia@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003TwpGprkOlw4xiQv,luis.rodriguez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003s94JVz5NqJNXLLy,maria.garcia@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003VwoBBgtSIQmBK1I,pedro.gomez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003PyJm4JD01TBsxdC,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003ZDtIDMTYSIRRGUg,pedro.gomez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003lKfkGI6PFIziy1S,luis.rodriguez@yahoo.es,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
0030D6toQmbYxdbRAV,sofia.diaz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003nFzPdGJAeWrcL4B,pedro.gomez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003V5dNfhAa7Ge81aJ,sofia.diaz@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003d6tB7G8rcuSHhsr,elena.ruiz@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Z4Kw63VZHONKdLu,luis.rodriguez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003rdhZAmVG2JNjUjF,maria.garcia@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003eAJ17A2f9EDEreP,maria.garcia@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003NIgFASpNy5PnvcN,diego.fernandez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003EhGIJcYhacRuCu7,sofia.diaz@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003NXTPEcnrRNqLQZu,maria.garcia@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003kWhRSJjT7kNOBlk,luis.rodriguez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003O4ZRNUd2uALBnsf,pedro.gomez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0032KdYN79ZUtkZUL2,juan.perez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003c57ciaN3ix4EVqh,elena.ruiz@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003yZ2adUiWw7IR8tA,laura.lopez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003NmQSsW8Yliidesj,luis.rodriguez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003bspzRU1DZ2PDEbJ,laura.lopez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003kEVfUIY9QtMH3sU,juan.perez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003DqtwYUIyp1qPAIv,sofia.diaz@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003lwuptT9eH66lo6c,juan.perez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003zAmkn453AwDeBUm,elena.ruiz@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003jPN2wCLXNXm7fMe,laura.lopez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003qHSyZlc790MPkXn,luis.rodriguez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003EJQx1NiGTwwqIKo,luis.rodriguez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003B9C4Lqr6jLA9ANl,laura.lopez@gmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003Q0mhMKpKaOm2YI3,pedro.gomez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003aXrTMfWPhHJU38x,laura.lopez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003fAYJwjtu9isddhE,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003sdhlq5YnyuvyozJ,sofia.diaz@gmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003BmMr6cZwM0qxbu9,carlos.sanchez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003H0dqrT4fbrYdH45,pedro.gomez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003sq5URmer42D3lvB,diego.fernandez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003G7Tc2GnwUzpreKA,juan.perez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003C21U9I0taSfPPO2,laura.lopez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003FmLgfyeW4Jj3EO2,sofia.diaz@outlook.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003HwvSuZzabhgo7RN,elena.ruiz@yahoo.es,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
0032mavHUX1XZoX8c8,elena.ruiz@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003VuJWimXsn5yQN6s,laura.lopez@outlook.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003TGs3HYX32U95YkO,pedro.gomez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003wTIzAxepf2qeaG7,luis.rodriguez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
0031kmjnxFhFIQE2XH,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003enmQjfwlKGSaZqZ,juan.perez@hotmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003y4xtF6K3sgNZT0O,elena.ruiz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003PrmPg4CThhGSHVo,laura.lopez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0035Db7djIsfpypFMR,elena.ruiz@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003F5kVALPgkzyRr4V,diego.fernandez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003tI48IqBO9GTMSKr,laura.lopez@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Q88xkNy3jOxPApt,maria.garcia@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003n3CpMF5BvhUpl5C,luis.rodriguez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Yfgnk1RTN8QoTPo,pedro.gomez@hotmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0036mThGS10j4fc5UW,elena.ruiz@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003D87vTOfushteIeB,carlos.sanchez@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003beDwGufrBXUnoSd,ana.martinez@yahoo.es,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003LAiTv5rOXvHjgxC,sofia.diaz@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003jVZZiLbWnHvgSB8,laura.lopez@outlook.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
003ivGy6hhXqFSI3rl,diego.fernandez@gmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003Iz3n2HQa3XJA2wC,laura.lopez@gmail.com,EMAIL_WEEKLY_NEWSLETTER,SL_GEN_001
003dKykMB5eSu0vpMO,juan.perez@gmail.com,EMAIL_WE_MISS_YOU_STORYTELLING,SL_EMO_009
0036RJMq0I5VYjiEa1,juan.perez@outlook.com,PUSH_NEW_COLLECTION_NO_PROMO,SL_VIP_005
003dmj0GNXe65wsLXX,sofia.diaz@hotmail.com,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
003mOkjPJnXz9dQaoS,maria.garcia@yahoo.es,SMS_RECOVER_CART_20_OFF,SL_URGENCY_001
